Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote
Bahrain,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Bangladesh,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Barbados,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Belarus,<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , 0.01,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,0.01 , 0.02,"Children estimates were not available at the time of publication.",0.02 ,0.01 , 0.02,"Children estimates were not available at the time of publication.",0.02 ,0.01 , 0.03,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.02 ,<0.01 , 0.03,"Children estimates were not available at the time of publication.",0.02 ,0.01 , 0.03,"Children estimates were not available at the time of publication.",0.02 ,0.01 , 0.04,"Children estimates were not available at the time of publication.",0.02 ,0.01 , 0.04,"Children estimates were not available at the time of publication.",0.02 ,0.02 , 0.04,"Children estimates were not available at the time of publication.",0.02 ,0.02 , 0.04,"Children estimates were not available at the time of publication.",0.02 ,0.02 , 0.04,"Children estimates were not available at the time of publication.",0.03 ,0.02 , 0.06,"Children estimates were not available at the time of publication.",0.03 ,0.02 , 0.06,"Children estimates were not available at the time of publication.",0.03 ,0.02 , 0.06,"Children estimates were not available at the time of publication.",0.02 ,0.02 , 0.04,"Children estimates were not available at the time of publication.",0.02 ,0.01 , 0.03,"Children estimates were not available at the time of publication.",0.02 ,0.01 , 0.03,"Children estimates were not available at the time of publication."
Belgium,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Belize,<0.01,,,,<0.01,,,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , 0.02,,0.02 ,<0.01 , 0.04,,0.03 ,0.01 , 0.06,,0.05 ,0.02 , 0.09,,0.08 ,0.04 , 0.14,,0.11 ,0.06 , 0.20,,0.15 ,0.09 , 0.27,,0.20 ,0.11 , 0.33,,0.24 ,0.14 , 0.40,,0.28 ,0.16 , 0.46,,0.27 ,0.14 , 0.43,,0.25 ,0.13 , 0.42,,0.30 ,0.14 , 0.49,,0.27 ,0.13 , 0.45,,0.27 ,0.13 , 0.46,,0.30 ,0.14 , 0.51,,0.28 ,0.14 , 0.48,,0.25 ,0.12 , 0.43,,0.25 ,0.11 , 0.43,,0.27 ,0.11 , 0.45,,0.32 ,0.13 , 0.55,,0.33 ,0.13 , 0.55,,0.34 ,0.13 , 0.56,,0.34 ,0.14 , 0.57,,0.31 ,0.13 , 0.54,,0.34 ,0.15 , 0.60,,0.33 ,0.15 , 0.59,,0.30 ,0.14 , 0.55,
Benin,0.21 ,0.13 , 0.35,,0.25 ,0.17 , 0.41,,0.30 ,0.21 , 0.47,,0.35 ,0.25 , 0.54,,0.41 ,0.30 , 0.59,,0.46 ,0.34 , 0.63,,0.50 ,0.39 , 0.68,,0.55 ,0.43 , 0.72,,0.58 ,0.46 , 0.75,,0.62 ,0.50 , 0.77,,0.64 ,0.53 , 0.80,,0.67 ,0.56 , 0.81,,0.68 ,0.57 , 0.81,,0.69 ,0.58 , 0.83,,0.69 ,0.59 , 0.83,,0.69 ,0.59 , 0.82,,0.69 ,0.59 , 0.81,,0.68 ,0.59 , 0.80,,0.62 ,0.52 , 0.73,,0.37 ,0.30 , 0.47,,0.29 ,0.23 , 0.38,,0.27 ,0.21 , 0.36,,0.26 ,0.21 , 0.35,,0.24 ,0.19 , 0.33,,0.25 ,0.19 , 0.34,,0.25 ,0.19 , 0.36,,0.24 ,0.18 , 0.33,,0.22 ,0.16 , 0.30,,0.21 ,0.15 , 0.30,,0.21 ,0.16 , 0.29,,0.17 ,0.13 , 0.25,
Bhutan,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.02,,<0.01 ,<0.01 , 0.02,,<0.01 ,<0.01 , 0.02,,<0.01 ,<0.01 , 0.02,,0.01 ,<0.01 , 0.03,,0.01 ,<0.01 , 0.04,,0.02 ,<0.01 , 0.05,,0.02 ,<0.01 , 0.06,,0.03 ,<0.01 , 0.07,,0.04 ,<0.01 , 0.08,,0.04 ,<0.01 , 0.09,,0.05 ,0.01 , 0.10,,0.06 ,0.02 , 0.12,,0.07 ,0.02 , 0.13,,0.08 ,0.02 , 0.14,,0.08 ,0.02 , 0.16,,0.09 ,0.02 , 0.18,,0.09 ,0.02 , 0.20,,0.10 ,0.02 , 0.22,,0.10 ,0.02 , 0.23,,0.10 ,0.02 , 0.24,,0.10 ,0.02 , 0.24,,0.10 ,0.02 , 0.25,,0.10 ,0.02 , 0.25,,0.09 ,0.01 , 0.24,,0.08 ,0.01 , 0.23,,0.07 ,<0.01 , 0.22,,0.06 ,<0.01 , 0.21,,0.06 ,<0.01 , 0.20,
Bolivia (Plurinational State of),<0.01 ,<0.01 , 0.02,,<0.01 ,<0.01 , 0.02,,0.01 ,<0.01 , 0.03,,0.01 ,<0.01 , 0.03,,0.02 ,<0.01 , 0.04,,0.02 ,<0.01 , 0.04,,0.02 ,0.01 , 0.05,,0.03 ,0.02 , 0.06,,0.04 ,0.02 , 0.06,,0.04 ,0.03 , 0.07,,0.05 ,0.03 , 0.08,,0.06 ,0.04 , 0.09,,0.06 ,0.04 , 0.10,,0.07 ,0.05 , 0.10,,0.07 ,0.05 , 0.10,,0.07 ,0.06 , 0.10,,0.07 ,0.06 , 0.10,,0.07 ,0.06 , 0.10,,0.07 ,0.06 , 0.10,,0.07 ,0.05 , 0.09,,0.06 ,0.05 , 0.08,,0.06 ,0.05 , 0.08,,0.06 ,0.05 , 0.08,,0.05 ,0.03 , 0.06,,0.04 ,0.03 , 0.06,,0.04 ,0.03 , 0.05,,0.03 ,0.02 , 0.04,,0.02 ,0.02 , 0.03,,0.02 ,0.02 , 0.03,,0.02 ,0.01 , 0.03,,0.02 ,0.01 , 0.02,
Bosnia and Herzegovina,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Botswana,0.74 ,0.59 , 0.92,,1.16 ,0.96 , 1.40,,1.72 ,1.46 , 2.02,,2.41 ,2.08 , 2.78,,3.24 ,2.85 , 3.70,,4.17 ,3.70 , 4.75,,5.02 ,4.54 , 5.72,,6.04 ,5.48 , 6.86,,7.06 ,6.47 , 7.95,,8.02 ,7.36 , 9.01,,8.90 ,8.19 , 9.97,,9.63 ,8.85 , 10.72,,10.10 ,9.32 , 11.27,,9.96 ,9.17 , 11.19,,8.96 ,8.19 , 10.14,,7.18 ,6.36 , 8.30,,5.80 ,5.06 , 6.84,,4.84 ,4.15 , 5.73,,4.28 ,3.62 , 5.11,,3.70 ,3.20 , 4.41,,3.23 ,2.81 , 3.78,,2.92 ,2.52 , 3.39,,2.58 ,2.18 , 3.00,,2.55 ,2.16 , 2.96,,2.44 ,2.07 , 2.82,,2.30 ,1.91 , 2.66,,2.33 ,1.95 , 2.70,,2.29 ,1.92 , 2.67,,2.26 ,1.90 , 2.63,,2.26 ,1.88 , 2.63,,2.11 ,1.76 , 2.48,
Brazil,0.08 ,0.04 , 0.11,,0.09 ,0.04 , 0.13,,0.10 ,0.05 , 0.15,,0.12 ,0.05 , 0.17,,0.13 ,0.06 , 0.19,,0.14 ,0.07 , 0.20,,0.15 ,0.07 , 0.22,,0.11 ,0.05 , 0.15,,0.08 ,0.04 , 0.12,,0.08 ,0.04 , 0.11,,0.08 ,0.04 , 0.11,,0.07 ,0.03 , 0.11,,0.07 ,0.03 , 0.11,,0.07 ,0.03 , 0.11,,0.08 ,0.03 , 0.11,,0.08 ,0.03 , 0.12,,0.08 ,0.03 , 0.12,,0.08 ,0.03 , 0.12,,0.08 ,0.03 , 0.12,,0.08 ,0.03 , 0.12,,0.07 ,0.03 , 0.12,,0.08 ,0.03 , 0.12,,0.08 ,0.03 , 0.12,,0.08 ,0.03 , 0.12,,0.08 ,0.03 , 0.12,,0.08 ,0.03 , 0.12,,0.07 ,0.03 , 0.12,,0.07 ,0.03 , 0.11,,0.06 ,0.03 , 0.11,,0.06 ,0.03 , 0.10,,0.06 ,0.02 , 0.10,
Brunei Darussalam,...,,,"Estimates were not available at the time of publication.",...,,,"Estimates were not available at the time of publication.",...,,,"Estimates were not available at the time of publication.",...,,,"Estimates were not available at the time of publication.",...,,,"Estimates were not available at the time of publication.",...,,,"Estimates were not available at the time of publication.",...,,,"Estimates were not available at the time of publication.",...,,,"Estimates were not available at the time of publication.",...,,,"Estimates were not available at the time of publication.",...,,,"Estimates were not available at the time of publication.",...,,,"Estimates were not available at the time of publication.",...,,,"Estimates were not available at the time of publication.",...,,,"Estimates were not available at the time of publication.",...,,,"Estimates were not available at the time of publication.",...,,,"Estimates were not available at the time of publication.",...,,,"Estimates were not available at the time of publication.",...,,,"Estimates were not available at the time of publication.",...,,,"Estimates were not available at the time of publication.",...,,,"Estimates were not available at the time of publication.",...,,,"Estimates were not available at the time of publication.",...,,,"Estimates were not available at the time of publication.",...,,,"Estimates were not available at the time of publication.",...,,,"Estimates were not available at the time of publication.",...,,,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Bulgaria,...,,,"Children estimates were not available at the time of publication.",...,,,"Children estimates were not available at the time of publication.",...,,,"Children estimates were not available at the time of publication.",...,,,"Children estimates were not available at the time of publication.",...,,,"Children estimates were not available at the time of publication.",...,,,"Children estimates were not available at the time of publication.",...,,,"Children estimates were not available at the time of publication.",...,,,"Children estimates were not available at the time of publication.",...,,,"Children estimates were not available at the time of publication.",...,,,"Children estimates were not available at the time of publication.",...,,,"Children estimates were not available at the time of publication.",...,,,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Burkina Faso,0.82 ,0.53 , 1.35,,0.94 ,0.63 , 1.46,,1.05 ,0.72 , 1.60,,1.15 ,0.81 , 1.70,,1.23 ,0.89 , 1.78,,1.29 ,0.97 , 1.84,,1.33 ,1.00 , 1.83,,1.35 ,1.05 , 1.83,,1.35 ,1.06 , 1.78,,1.34 ,1.07 , 1.74,,1.31 ,1.05 , 1.68,,1.27 ,1.05 , 1.62,,1.22 ,1.01 , 1.53,,1.16 ,0.96 , 1.44,,1.05 ,0.88 , 1.31,,0.94 ,0.77 , 1.17,,0.81 ,0.65 , 1.00,,0.69 ,0.54 , 0.87,,0.62 ,0.49 , 0.78,,0.54 ,0.42 , 0.69,,0.46 ,0.36 , 0.60,,0.42 ,0.31 , 0.54,,0.38 ,0.28 , 0.49,,0.37 ,0.28 , 0.48,,0.35 ,0.26 , 0.45,,0.30 ,0.23 , 0.38,,0.25 ,0.19 , 0.32,,0.22 ,0.16 , 0.27,,0.19 ,0.14 , 0.24,,0.17 ,0.13 , 0.22,,0.16 ,0.11 , 0.21,
Burundi,0.96 ,0.40 , 1.98,,1.15 ,0.56 , 2.21,,1.34 ,0.72 , 2.37,,1.50 ,0.88 , 2.52,,1.63 ,1.02 , 2.63,,1.74 ,1.17 , 2.68,,1.83 ,1.29 , 2.71,,1.88 ,1.36 , 2.68,,1.91 ,1.43 , 2.61,,1.91 ,1.49 , 2.55,,1.89 ,1.50 , 2.46,,1.85 ,1.53 , 2.35,,1.76 ,1.46 , 2.17,,1.69 ,1.40 , 2.04,,1.57 ,1.32 , 1.87,,1.38 ,1.16 , 1.63,,1.21 ,1.03 , 1.43,,1.10 ,0.94 , 1.29,,0.95 ,0.81 , 1.12,,0.81 ,0.68 , 0.96,,0.68 ,0.56 , 0.81,,0.57 ,0.45 , 0.68,,0.49 ,0.39 , 0.60,,0.42 ,0.33 , 0.52,,0.39 ,0.30 , 0.48,,0.34 ,0.27 , 0.43,,0.28 ,0.21 , 0.36,,0.23 ,0.18 , 0.31,,0.19 ,0.15 , 0.26,,0.16 ,0.13 , 0.22,,0.14 ,0.11 , 0.19,
Cabo Verde,0.06 ,0.02 , 0.11,,0.08 ,0.04 , 0.14,,0.10 ,0.05 , 0.17,,0.12 ,0.07 , 0.20,,0.14 ,0.08 , 0.23,,0.16 ,0.10 , 0.26,,0.18 ,0.12 , 0.27,,0.20 ,0.14 , 0.29,,0.22 ,0.15 , 0.31,,0.23 ,0.17 , 0.33,,0.24 ,0.18 , 0.34,,0.25 ,0.19 , 0.35,,0.26 ,0.19 , 0.37,,0.26 ,0.20 , 0.38,,0.27 ,0.20 , 0.38,,0.26 ,0.20 , 0.38,,0.19 ,0.14 , 0.31,,0.16 ,0.11 , 0.27,,0.13 ,0.09 , 0.24,,0.12 ,0.08 , 0.22,,0.12 ,0.08 , 0.23,,0.12 ,0.08 , 0.21,,0.11 ,0.08 , 0.19,,0.10 ,0.07 , 0.17,,0.09 ,0.06 , 0.15,,0.08 ,0.06 , 0.13,,0.07 ,0.06 , 0.11,,0.07 ,0.06 , 0.10,,0.07 ,0.05 , 0.09,,0.06 ,0.05 , 0.09,,0.05 ,0.04 , 0.07,
Cambodia,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,0.01 ,0.01 , 0.02,,0.03 ,0.02 , 0.03,,0.05 ,0.04 , 0.06,,0.07 ,0.06 , 0.09,,0.11 ,0.09 , 0.13,,0.15 ,0.13 , 0.18,,0.20 ,0.17 , 0.23,,0.25 ,0.20 , 0.28,,0.29 ,0.24 , 0.33,,0.33 ,0.28 , 0.37,,0.35 ,0.30 , 0.41,,0.35 ,0.29 , 0.41,,0.31 ,0.26 , 0.37,,0.27 ,0.21 , 0.33,,0.21 ,0.15 , 0.27,,0.16 ,0.11 , 0.22,,0.12 ,0.09 , 0.18,,0.10 ,0.07 , 0.15,,0.09 ,0.06 , 0.14,,0.09 ,0.06 , 0.14,,0.10 ,0.06 , 0.15,,0.10 ,0.06 , 0.15,,0.10 ,0.06 , 0.15,,0.10 ,0.06 , 0.14,,0.09 ,0.06 , 0.13,,0.08 ,0.06 , 0.12,,0.08 ,0.05 , 0.10,,0.07 ,0.05 , 0.09,
Cameroon,0.16 ,0.11 , 0.20,,0.21 ,0.15 , 0.26,,0.28 ,0.21 , 0.35,,0.37 ,0.29 , 0.44,,0.47 ,0.39 , 0.57,,0.59 ,0.50 , 0.71,,0.73 ,0.61 , 0.87,,0.88 ,0.75 , 1.03,,1.04 ,0.89 , 1.21,,1.20 ,1.05 , 1.40,,1.36 ,1.22 , 1.58,,1.51 ,1.36 , 1.77,,1.65 ,1.50 , 1.92,,1.76 ,1.60 , 2.03,,1.81 ,1.66 , 2.09,,1.70 ,1.56 , 1.95,,1.64 ,1.49 , 1.88,,1.64 ,1.48 , 1.87,,1.49 ,1.34 , 1.72,,1.40 ,1.24 , 1.63,,1.31 ,1.15 , 1.52,,1.27 ,1.11 , 1.47,,1.18 ,1.03 , 1.39,,1.10 ,0.95 , 1.30,,1.09 ,0.95 , 1.30,,1.07 ,0.92 , 1.27,,1.00 ,0.87 , 1.18,,0.86 ,0.74 , 1.02,,0.71 ,0.60 , 0.85,,0.61 ,0.52 , 0.73,,0.54 ,0.45 , 0.64,
Canada,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,
Central African Republic,0.54 ,0.34 , 0.89,,0.78 ,0.52 , 1.21,,1.06 ,0.73 , 1.58,,1.35 ,0.96 , 1.90,,1.65 ,1.20 , 2.27,,1.94 ,1.44 , 2.70,,2.23 ,1.69 , 3.08,,2.49 ,1.92 , 3.35,,2.71 ,2.12 , 3.59,,2.90 ,2.30 , 3.75,,3.03 ,2.43 , 3.86,,3.12 ,2.52 , 3.96,,3.17 ,2.57 , 3.99,,3.17 ,2.60 , 3.99,,3.14 ,2.60 , 3.93,,3.06 ,2.56 , 3.79,,2.87 ,2.40 , 3.55,,2.65 ,2.20 , 3.24,,2.34 ,1.92 , 2.88,,1.94 ,1.56 , 2.39,,1.83 ,1.48 , 2.25,,1.75 ,1.42 , 2.19,,1.74 ,1.42 , 2.14,,1.68 ,1.37 , 2.03,,1.58 ,1.27 , 1.92,,1.31 ,1.02 , 1.63,,1.11 ,0.83 , 1.41,,0.95 ,0.68 , 1.26,,0.91 ,0.65 , 1.22,,0.81 ,0.58 , 1.11,,0.67 ,0.47 , 0.93,
